Teams,Half_Time_Score,Full_Time_Score,Week,Season,Home,Draw,Away,Team_Winner,Yes,No,BTTS_Winner
ALA - VIL,(0 - 0),2 - 0,26,Season: #15201,5,4.7,1.57,0,1.76,2.02,0
CEL - LEG,(0 - 0),3 - 2,26,Season: #15201,5,4.7,1.57,0,1.67,2.16,1
GET - OSA,(3 - 1),4 - 2,26,Season: #15201,5,4.7,1.57,0,1.55,2.4,1
GIR - RAY,(0 - 0),1 - 0,26,Season: #15201,5,4.7,1.57,0,1.72,2.08,0
MAL - BAR,(0 - 0),1 - 1,26,Season: #15201,5,4.7,1.57,1,1.61,2.25,1
RMA - BET,(0 - 0),2 - 0,26,Season: #15201,5,4.7,1.57,0,1.76,2.02,0
RSO - LAS,(2 - 2),3 - 2,26,Season: #15201,5,4.7,1.57,0,1.74,2.05,1
SEV - ATH,(1 - 1),1 - 1,26,Season: #15201,5,4.7,1.57,1,1.73,2.06,1
VAL - ATM,(1 - 0),2 - 2,26,Season: #15201,5,4.7,1.57,1,1.5,2.55,1
VLL - ESP,(1 - 1),2 - 3,26,Season: #15201,5,4.7,1.57,2,1.66,2.18,1
GEN - JUV,(1 - 0),1 - 0,26,Season: #15201,5,4.7,1.57,0,1.55,2.4,0
INT - BOL,(0 - 0),1 - 0,26,Season: #15201,5,4.7,1.57,0,1.95,1.81,0
LEC - CAG,(0 - 2),0 - 2,26,Season: #15201,5,4.7,1.57,2,1.31,3.35,0
MIL - ATA,(1 - 1),2 - 1,26,Season: #15201,5,4.7,1.57,0,1.65,2.18,1
MON - FIO,(0 - 0),2 - 3,26,Season: #15201,5,4.7,1.57,2,1.62,2.24,1
NAP - LAZ,(0 - 1),2 - 2,26,Season: #15201,5,4.7,1.57,1,1.59,2.3,1
PAR - VEN,(1 - 1),3 - 2,26,Season: #15201,5,4.7,1.57,0,1.51,2.5,1
ROM - EMP,(2 - 0),2 - 0,26,Season: #15201,5,4.7,1.57,0,1.61,2.25,0
TOR - COM,(0 - 0),2 - 0,26,Season: #15201,5,4.7,1.57,0,1.69,2.12,0
UDI - VER,(0 - 0),2 - 0,26,Season: #15201,5,4.7,1.57,0,1.76,2.02,0
AUG - RBL,(0 - 0),2 - 3,26,Season: #15201,5,4.7,1.57,2,1.52,2.5,1
DOR - MON,(0 - 1),0 - 2,26,Season: #15201,5,4.7,1.57,2,1.52,2.45,0
EIN - LEV,(1 - 2),4 - 3,26,Season: #15201,5,4.7,1.57,0,1.77,2.01,1
FCB - BOC,(0 - 0),4 - 0,26,Season: #15201,5,4.7,1.57,0,1.5,2.5,0
FRE - KIE,(2 - 2),2 - 2,26,Season: #15201,5,4.7,1.57,1,1.61,2.25,1
HEI - UNI,(0 - 0),2 - 0,26,Season: #15201,5,4.7,1.57,0,1.42,2.8,0
HOF - STP,(0 - 0),4 - 2,26,Season: #15201,5,4.7,1.57,0,1.5,2.5,1
STU - WOL,(1 - 0),1 - 0,26,Season: #15201,5,4.7,1.57,0,1.66,2.17,0
WER - MAI,(0 - 0),1 - 1,26,Season: #15201,5,4.7,1.57,1,1.37,3,1
ANG - BRE,(0 - 0),3 - 1,26,Season: #15201,5,4.7,1.57,0,1.41,2.8,1
ASM - AUX,(1 - 0),1 - 1,26,Season: #15201,5,4.7,1.57,1,1.61,2.3,1
LYO - HAV,(2 - 1),4 - 1,26,Season: #15201,5,4.7,1.57,0,1.53,2.45,1
MAR - LIL,(1 - 1),3 - 3,26,Season: #15201,5,4.7,1.57,1,1.7,2.11,1
MPR - PSG,(0 - 0),1 - 1,26,Season: #15201,5,4.7,1.57,1,1.55,2.4,1
NAN - STE,(1 - 1),1 - 2,26,Season: #15201,5,4.7,1.57,2,1.36,3.05,1
REI - TOU,(1 - 0),3 - 1,26,Season: #15201,5,4.7,1.57,0,1.48,2.6,1
REN - LEN,(1 - 3),2 - 4,26,Season: #15201,5,4.7,1.57,2,1.63,2.22,1
STR - NIC,(0 - 0),2 - 0,26,Season: #15201,5,4.7,1.57,0,1.53,2.45,0
AJA - ALM,(2 - 2),6 - 2,26,Season: #15201,5,4.7,1.57,0,1.79,1.99,1
AZA - TWE,(1 - 0),1 - 2,26,Season: #15201,5,4.7,1.57,2,1.72,2.08,1
FEY - UTR,(2 - 1),3 - 3,26,Season: #15201,5,4.7,1.57,1,1.74,2.05,1
FOR - PEC,(2 - 2),2 - 3,26,Season: #15201,5,4.7,1.57,2,1.77,2.01,1
HER - NAC,(1 - 0),2 - 0,26,Season: #15201,5,4.7,1.57,0,1.58,2.35,0
NEC - GAE,(0 - 0),1 - 1,26,Season: #15201,5,4.7,1.57,1,1.48,2.6,1
PSV - HEE,(2 - 0),2 - 1,26,Season: #15201,5,4.7,1.57,0,1.74,2.04,1
RKC - GRO,(2 - 2),4 - 3,26,Season: #15201,5,4.7,1.57,0,1.3,3.4,1
SPA - WIL,(0 - 0),6 - 1,26,Season: #15201,5,4.7,1.57,0,1.49,2.55,1
AVS - NAC,(1 - 0),2 - 0,26,Season: #15201,5,4.7,1.57,0,1.41,2.85,0
BOA - POR,(1 - 2),3 - 3,26,Season: #15201,5,4.7,1.57,1,1.65,2.18,1
BRA - MOR,(1 - 0),3 - 0,26,Season: #15201,5,4.7,1.57,0,1.63,2.23,0
CAS - FAR,(1 - 1),1 - 1,26,Season: #15201,5,4.7,1.57,1,1.5,2.5,1
EST - SPO,(0 - 0),1 - 1,26,Season: #15201,5,4.7,1.57,1,1.65,2.19,1
ETA - FAM,(1 - 1),2 - 1,26,Season: #15201,5,4.7,1.57,0,1.38,2.95,1
GUI - ARO,(3 - 0),5 - 0,26,Season: #15201,5,4.7,1.57,0,1.61,2.25,0
RIO - GIL,(0 - 0),2 - 0,26,Season: #15201,5,4.7,1.57,0,1.35,3.1,0
SAN - BEN,(2 - 1),3 - 2,26,Season: #15201,5,4.7,1.57,0,1.53,2.45,1
BHA - AST,(0 - 0),0 - 2,27,Season: #15201,5,4.7,1.57,2,1.46,2.65,0
CHE - LEI,(2 - 0),2 - 0,27,Season: #15201,5,4.7,1.57,0,1.49,2.55,0
EVE - ARS,(1 - 1),1 - 2,27,Season: #15201,5,4.7,1.57,2,1.59,2.3,1
LIV - NEW,(2 - 1),3 - 3,27,Season: #15201,5,4.7,1.57,1,1.38,2.95,1
MCI - BOU,(1 - 0),2 - 0,27,Season: #15201,5,4.7,1.57,0,1.59,2.3,0
NOT - IPS,(0 - 0),0 - 3,27,Season: #15201,5,4.7,1.57,2,1.54,2.45,0
SOU - CRY,(1 - 0),3 - 0,27,Season: #15201,5,4.7,1.57,0,1.73,2.07,0
TOT - BRE,(1 - 0),1 - 0,27,Season: #15201,5,4.7,1.57,0,1.7,2.1,0
WHU - MUN,(0 - 1),0 - 1,27,Season: #15201,5,4.7,1.57,2,1.5,2.5,0
WOL - FUL,(0 - 0),0 - 0,27,Season: #15201,5,4.7,1.57,1,1.69,2.12,0
ALA - GIR,(2 - 1),2 - 1,27,Season: #15201,5,4.7,1.57,0,1.7,2.11,1
CEL - BAR,(0 - 0),0 - 1,27,Season: #15201,5,4.7,1.57,2,1.43,2.75,0
GET - VIL,(1 - 1),1 - 2,27,Season: #15201,5,4.7,1.57,2,1.7,2.11,1
LAS - BET,(3 - 0),3 - 1,27,Season: #15201,5,4.7,1.57,0,1.53,2.45,1
LEG - ATM,(0 - 0),0 - 2,27,Season: #15201,5,4.7,1.57,2,1.86,1.9,0
MAL - VLL,(0 - 0),1 - 0,27,Season: #15201,5,4.7,1.57,0,1.71,2.09,0
RMA - ATH,(0 - 0),2 - 2,27,Season: #15201,5,4.7,1.57,1,1.9,1.86,1
RSO - RAY,(3 - 0),4 - 0,27,Season: #15201,5,4.7,1.57,0,1.94,1.83,0
SEV - ESP,(0 - 0),1 - 1,27,Season: #15201,5,4.7,1.57,1,1.47,2.6,1
VAL - OSA,(1 - 1),5 - 2,27,Season: #15201,5,4.7,1.57,0,1.48,2.6,1
ATA - COM,(1 - 0),1 - 1,27,Season: #15201,5,4.7,1.57,1,1.53,2.45,1
GEN - EMP,(2 - 1),5 - 2,27,Season: #15201,5,4.7,1.57,0,1.47,2.6,1
INT - NAP,(1 - 0),2 - 2,27,Season: #15201,5,4.7,1.57,1,1.94,1.83,1
JUV - VEN,(1 - 0),2 - 2,27,Season: #15201,5,4.7,1.57,1,1.65,2.19,1
LAZ - FIO,(0 - 1),1 - 2,27,Season: #15201,5,4.7,1.57,2,1.6,2.3,1
LEC - TOR,(0 - 0),1 - 2,27,Season: #15201,5,4.7,1.57,2,1.63,2.22,1
MIL - PAR,(1 - 0),1 - 0,27,Season: #15201,5,4.7,1.57,0,1.86,1.9,0
MON - ROM,(1 - 1),1 - 1,27,Season: #15201,5,4.7,1.57,1,1.57,2.35,1
UDI - CAG,(1 - 0),4 - 1,27,Season: #15201,5,4.7,1.57,0,1.46,2.65,1
VER - BOL,(1 - 0),1 - 2,27,Season: #15201,5,4.7,1.57,2,1.6,2.3,1
DOR - BOC,(2 - 0),2 - 0,27,Season: #15201,5,4.7,1.57,0,1.51,2.5,0
FRE - WER,(0 - 1),1 - 1,27,Season: #15201,5,4.7,1.57,1,1.61,2.25,1
HOF - EIN,(1 - 0),1 - 1,27,Season: #15201,5,4.7,1.57,1,1.48,2.6,1
KIE - MON,(1 - 0),2 - 1,27,Season: #15201,5,4.7,1.57,0,1.5,2.55,1
MAI - LEV,(0 - 1),0 - 1,27,Season: #15201,5,4.7,1.57,2,1.6,2.3,0
RBL - HEI,(0 - 0),2 - 3,27,Season: #15201,5,4.7,1.57,2,1.67,2.15,1
STP - AUG,(1 - 0),3 - 3,27,Season: #15201,5,4.7,1.57,1,1.44,2.75,1
STU - FCB,(0 - 0),0 - 0,27,Season: #15201,5,4.7,1.57,1,1.45,2.7,0
UNI - WOL,(0 - 1),0 - 2,27,Season: #15201,5,4.7,1.57,2,1.51,2.5,0
ASM - REN,(0 - 0),2 - 1,27,Season: #15201,5,4.7,1.57,0,1.57,2.35,1
BRE - AUX,(0 - 0),1 - 1,27,Season: #15201,5,4.7,1.57,1,1.39,2.9,1
HAV - MAR,(0 - 0),0 - 1,27,Season: #15201,5,4.7,1.57,2,1.64,2.2,0
LYO - ANG,(2 - 0),4 - 0,27,Season: #15201,5,4.7,1.57,0,1.51,2.5,0
MPR - LIL,(0 - 3),0 - 3,27,Season: #15201,5,4.7,1.57,2,1.47,2.6,0
NIC - NAN,(2 - 0),3 - 0,27,Season: #15201,5,4.7,1.57,0,1.46,2.65,0
REI - PSG,(2 - 1),3 - 1,27,Season: #15201,5,4.7,1.57,0,1.57,2.35,1
STE - TOU,(0 - 0),0 - 0,27,Season: #15201,5,4.7,1.57,1,1.44,2.7,0
STR - LEN,(0 - 0),0 - 1,27,Season: #15201,5,4.7,1.57,2,1.72,2.08,0
ALM - HER,(0 - 2),0 - 3,27,Season: #15201,5,4.7,1.57,2,1.56,2.4,0
AZA - GRO,(0 - 3),0 - 4,27,Season: #15201,5,4.7,1.57,2,1.67,2.15,0
FOR - GAE,(0 - 0),2 - 1,27,Season: #15201,5,4.7,1.57,0,1.78,1.99,1
HEE - RKC,(1 - 0),3 - 0,27,Season: #15201,5,4.7,1.57,0,1.29,3.5,0
NAC - FEY,(1 - 1),1 - 2,27,Season: #15201,5,4.7,1.57,2,1.75,2.03,1
PEC - TWE,(2 - 1),2 - 2,27,Season: #15201,5,4.7,1.57,1,1.63,2.22,1
PSV - WIL,(1 - 0),1 - 1,27,Season: #15201,5,4.7,1.57,1,1.91,1.86,1
SPA - AJA,(0 - 0),0 - 0,27,Season: #15201,5,4.7,1.57,1,1.63,2.23,0
UTR - NEC,(0 - 0),2 - 1,27,Season: #15201,5,4.7,1.57,0,1.5,2.55,1
AVS - RIO,(0 - 2),1 - 2,27,Season: #15201,5,4.7,1.57,2,1.44,2.7,1
BEN - POR,(1 - 0),2 - 0,27,Season: #15201,5,4.7,1.57,0,1.74,2.04,0
BOA - ARO,(1 - 2),3 - 3,27,Season: #15201,5,4.7,1.57,1,1.68,2.14,1
BRA - CAS,(2 - 0),2 - 0,27,Season: #15201,5,4.7,1.57,0,1.63,2.22,0
ETA - GIL,(1 - 0),1 - 1,27,Season: #15201,5,4.7,1.57,1,1.35,3.1,1
FAR - EST,(1 - 0),2 - 0,27,Season: #15201,5,4.7,1.57,0,1.54,2.45,0
MOR - SAN,(1 - 1),2 - 1,27,Season: #15201,5,4.7,1.57,0,1.37,3,1
NAC - GUI,(0 - 2),3 - 3,27,Season: #15201,5,4.7,1.57,1,1.36,3.05,1
SPO - FAM,(2 - 1),4 - 1,27,Season: #15201,5,4.7,1.57,0,1.64,2.2,1
ARS - NEW,(1 - 0),2 - 0,28,Season: #15201,5,4.7,1.57,0,1.52,2.5,0
AST - BOU,(0 - 0),1 - 1,28,Season: #15201,5,4.7,1.57,1,1.56,2.4,1
BRE - IPS,(2 - 0),2 - 1,28,Season: #15201,5,4.7,1.57,0,1.75,2.03,1
CHE - BHA,(0 - 0),0 - 0,28,Season: #15201,5,4.7,1.57,1,1.41,2.8,0
EVE - MUN,(1 - 1),2 - 2,28,Season: #15201,5,4.7,1.57,1,1.54,2.45,1
NOT - LEI,(1 - 2),2 - 2,28,Season: #15201,5,4.7,1.57,1,1.48,2.6,1
SOU - FUL,(1 - 0),1 - 0,28,Season: #15201,5,4.7,1.57,0,1.74,2.05,0
TOT - CRY,(1 - 0),2 - 1,28,Season: #15201,5,4.7,1.57,0,1.58,2.35,1
WHU - MCI,(0 - 0),0 - 1,28,Season: #15201,5,4.7,1.57,2,1.49,2.55,0
WOL - LIV,(1 - 1),1 - 3,28,Season: #15201,5,4.7,1.57,2,1.48,2.6,1
ALA - RSO,(0 - 1),0 - 2,28,Season: #15201,5,4.7,1.57,2,1.87,1.9,0
ATH - LAS,(3 - 0),5 - 1,28,Season: #15201,5,4.7,1.57,0,1.91,1.85,1
BAR - ATM,(1 - 0),2 - 0,28,Season: #15201,5,4.7,1.57,0,1.59,2.3,0
BET - RAY,(0 - 0),0 - 0,28,Season: #15201,5,4.7,1.57,1,1.84,1.92,0
CEL - VLL,(1 - 0),2 - 0,28,Season: #15201,5,4.7,1.57,0,1.54,2.45,0
ESP - RMA,(1 - 0),1 - 2,28,Season: #15201,5,4.7,1.57,2,1.53,2.45,1
GIR - GET,(0 - 0),0 - 1,28,Season: #15201,5,4.7,1.57,2,1.77,2,0
MAL - SEV,(0 - 1),1 - 1,28,Season: #15201,5,4.7,1.57,1,1.64,2.2,1
VAL - LEG,(0 - 0),2 - 0,28,Season: #15201,5,4.7,1.57,0,1.75,2.04,0
VIL - OSA,(1 - 0),1 - 0,28,Season: #15201,5,4.7,1.57,0,1.49,2.55,0
ATA - TOR,(2 - 1),4 - 2,28,Season: #15201,5,4.7,1.57,0,1.66,2.17,1
CAG - BOL,(1 - 1),1 - 2,28,Season: #15201,5,4.7,1.57,2,1.35,3.1,1
FIO - INT,(0 - 0),0 - 0,28,Season: #15201,5,4.7,1.57,1,1.96,1.81,0
GEN - MON,(0 - 0),2 - 2,28,Season: #15201,5,4.7,1.57,1,1.48,2.6,1
JUV - MIL,(0 - 0),1 - 0,28,Season: #15201,5,4.7,1.57,0,1.75,2.03,0
NAP - VER,(1 - 0),2 - 0,28,Season: #15201,5,4.7,1.57,0,1.75,2.03,0
PAR - COM,(0 - 0),0 - 0,28,Season: #15201,5,4.7,1.57,1,1.54,2.45,0
ROM - LAZ,(0 - 1),3 - 1,28,Season: #15201,5,4.7,1.57,0,1.53,2.45,1
UDI - LEC,(1 - 0),2 - 2,28,Season: #15201,5,4.7,1.57,1,1.63,2.22,1
VEN - EMP,(1 - 1),1 - 2,28,Season: #15201,5,4.7,1.57,2,1.49,2.55,1
EIN - MAI,(1 - 0),3 - 0,28,Season: #15201,5,4.7,1.57,0,1.48,2.6,0
FRE - LEV,(0 - 0),0 - 3,28,Season: #15201,5,4.7,1.57,2,1.89,1.87,0
HOF - AUG,(1 - 0),3 - 1,28,Season: #15201,5,4.7,1.57,0,1.41,2.8,1
KIE - BOC,(0 - 0),0 - 2,28,Season: #15201,5,4.7,1.57,2,1.42,2.8,0
MON - WER,(1 - 1),2 - 3,28,Season: #15201,5,4.7,1.57,2,1.57,2.35,1
STP - HEI,(1 - 0),1 - 4,28,Season: #15201,5,4.7,1.57,2,1.5,2.55,1
STU - DOR,(0 - 2),1 - 2,28,Season: #15201,5,4.7,1.57,2,1.47,2.6,1
UNI - FCB,(1 - 3),2 - 3,28,Season: #15201,5,4.7,1.57,2,1.38,2.95,1
WOL - RBL,(0 - 2),1 - 2,28,Season: #15201,5,4.7,1.57,2,1.71,2.09,1
ANG - MAR,(2 - 1),2 - 1,28,Season: #15201,5,4.7,1.57,0,1.65,2.19,1
AUX - LYO,(2 - 1),5 - 1,28,Season: #15201,5,4.7,1.57,0,1.41,2.85,1
BRE - REN,(2 - 0),2 - 1,28,Season: #15201,5,4.7,1.57,0,1.41,2.85,1
HAV - MPR,(1 - 1),1 - 4,28,Season: #15201,5,4.7,1.57,2,1.42,2.8,1
LEN - NAN,(0 - 3),0 - 4,28,Season: #15201,5,4.7,1.57,2,1.63,2.22,0
NIC - TOU,(0 - 0),2 - 0,28,Season: #15201,5,4.7,1.57,0,1.49,2.55,0
PSG - LIL,(1 - 0),1 - 0,28,Season: #15201,5,4.7,1.57,0,1.63,2.23,0
REI - STE,(1 - 0),2 - 0,28,Season: #15201,5,4.7,1.57,0,1.47,2.6,0
STR - ASM,(0 - 1),1 - 1,28,Season: #15201,5,4.7,1.57,1,1.63,2.23,1
AJA - PSV,(1 - 0),1 - 2,28,Season: #15201,5,4.7,1.57,2,1.82,1.94,1
FOR - UTR,(0 - 1),1 - 1,28,Season: #15201,5,4.7,1.57,1,1.73,2.06,1
GRO - PEC,(0 - 1),1 - 1,28,Season: #15201,5,4.7,1.57,1,1.47,2.6,1
HEE - AZA,(0 - 0),0 - 0,28,Season: #15201,5,4.7,1.57,1,1.47,2.6,0
HER - FEY,(0 - 1),1 - 2,28,Season: #15201,5,4.7,1.57,2,1.71,2.09,1
NEC - NAC,(0 - 0),4 - 0,28,Season: #15201,5,4.7,1.57,0,1.49,2.55,0
RKC - WIL,(3 - 0),6 - 1,28,Season: #15201,5,4.7,1.57,0,1.28,3.55,1
SPA - ALM,(2 - 0),4 - 1,28,Season: #15201,5,4.7,1.57,0,1.63,2.22,1
TWE - GAE,(0 - 0),1 - 0,28,Season: #15201,5,4.7,1.57,0,1.73,2.06,0
ARO - BEN,(1 - 0),2 - 0,28,Season: #15201,5,4.7,1.57,0,1.76,2.02,0
AVS - GUI,(2 - 1),3 - 1,28,Season: #15201,5,4.7,1.57,0,1.48,2.6,1
BOA - NAC,(1 - 0),3 - 0,28,Season: #15201,5,4.7,1.57,0,1.47,2.6,0
BRA - EST,(2 - 1),4 - 1,28,Season: #15201,5,4.7,1.57,0,1.64,2.21,1
ETA - RIO,(1 - 0),1 - 1,28,Season: #15201,5,4.7,1.57,1,1.37,3,1
FAM - FAR,(2 - 1),4 - 1,28,Season: #15201,5,4.7,1.57,0,1.48,2.6,1
GIL - SPO,(0 - 2),1 - 2,28,Season: #15201,5,4.7,1.57,2,1.51,2.5,1
POR - MOR,(1 - 0),2 - 0,28,Season: #15201,5,4.7,1.57,0,1.79,1.99,0
SAN - CAS,(1 - 2),2 - 3,28,Season: #15201,5,4.7,1.57,2,1.39,2.9,1
AST - WHU,(0 - 1),1 - 1,29,Season: #15201,5,4.7,1.57,1,1.51,2.5,1
BOU - CHE,(0 - 0),0 - 0,29,Season: #15201,5,4.7,1.57,1,1.48,2.6,0
IPS - CRY,(0 - 1),0 - 3,29,Season: #15201,5,4.7,1.57,2,1.59,2.3,0
LEI - BRE,(0 - 0),0 - 0,29,Season: #15201,5,4.7,1.57,1,1.64,2.21,0
MCI - MUN,(0 - 0),2 - 0,29,Season: #15201,5,4.7,1.57,0,1.48,2.6,0
NEW - EVE,(0 - 0),1 - 1,29,Season: #15201,5,4.7,1.57,1,1.59,2.3,1
NOT - BHA,(1 - 2),1 - 3,29,Season: #15201,5,4.7,1.57,2,1.49,2.55,1
SOU - LIV,(0 - 0),1 - 2,29,Season: #15201,5,4.7,1.57,2,1.53,2.45,1
TOT - FUL,(0 - 1),0 - 1,29,Season: #15201,5,4.7,1.57,2,1.61,2.25,0
WOL - ARS,(1 - 1),1 - 1,29,Season: #15201,5,4.7,1.57,1,1.63,2.22,1
ALA - BET,(0 - 0),0 - 1,29,Season: #15201,5,4.7,1.57,2,1.83,1.94,0
ATH - RAY,(0 - 1),2 - 1,29,Season: #15201,5,4.7,1.57,0,2.14,1.68,1
ATM - VLL,(0 - 0),2 - 0,29,Season: #15201,5,4.7,1.57,0,1.85,1.92,0
BAR - LEG,(0 - 0),2 - 0,29,Season: #15201,5,4.7,1.57,0,1.73,2.06,0
CEL - SEV,(1 - 0),1 - 1,29,Season: #15201,5,4.7,1.57,1,1.47,2.6,1
GET - RSO,(1 - 1),1 - 1,29,Season: #15201,5,4.7,1.57,1,1.82,1.95,1
LAS - ESP,(0 - 0),1 - 1,29,Season: #15201,5,4.7,1.57,1,1.4,2.9,1
OSA - GIR,(0 - 2),3 - 3,29,Season: #15201,5,4.7,1.57,1,1.38,3,1
RMA - MAL,(2 - 0),5 - 1,29,Season: #15201,5,4.7,1.57,0,2.03,1.76,1
VAL - VIL,(0 - 0),0 - 2,29,Season: #15201,5,4.7,1.57,2,1.55,2.4,0
ATA - LEC,(0 - 0),0 - 1,29,Season: #15201,5,4.7,1.57,2,1.51,2.5,0
BOL - UDI,(1 - 0),1 - 0,29,Season: #15201,5,4.7,1.57,0,1.71,2.09,0
COM - JUV,(1 - 3),2 - 3,29,Season: #15201,5,4.7,1.57,2,1.6,2.3,1
FIO - VER,(1 - 0),2 - 1,29,Season: #15201,5,4.7,1.57,0,1.7,2.1,1
INT - ROM,(1 - 0),3 - 0,29,Season: #15201,5,4.7,1.57,0,1.91,1.85,0
LAZ - GEN,(1 - 2),2 - 2,29,Season: #15201,5,4.7,1.57,1,1.52,2.5,1
MIL - EMP,(0 - 0),1 - 1,29,Season: #15201,5,4.7,1.57,1,1.84,1.93,1
NAP - CAG,(1 - 0),4 - 0,29,Season: #15201,5,4.7,1.57,0,1.48,2.6,0
TOR - PAR,(3 - 1),3 - 1,29,Season: #15201,5,4.7,1.57,0,1.76,2.02,1
VEN - MON,(0 - 0),1 - 1,29,Season: #15201,5,4.7,1.57,1,1.51,2.5,1
BOC - WER,(1 - 0),2 - 3,29,Season: #15201,5,4.7,1.57,2,1.45,2.65,1
DOR - UNI,(0 - 0),1 - 2,29,Season: #15201,5,4.7,1.57,2,1.47,2.6,1
FCB - RBL,(0 - 0),1 - 1,29,Season: #15201,5,4.7,1.57,1,1.52,2.45,1
FRE - EIN,(1 - 1),2 - 1,29,Season: #15201,5,4.7,1.57,0,1.65,2.19,1
HEI - AUG,(1 - 0),2 - 1,29,Season: #15201,5,4.7,1.57,0,1.41,2.8,1
MAI - HOF,(0 - 0),3 - 1,29,Season: #15201,5,4.7,1.57,0,1.33,3.2,1
MON - LEV,(0 - 0),0 - 1,29,Season: #15201,5,4.7,1.57,2,1.79,1.98,0
STP - WOL,(1 - 0),2 - 2,29,Season: #15201,5,4.7,1.57,1,1.62,2.24,1
STU - KIE,(0 - 2),3 - 2,29,Season: #15201,5,4.7,1.57,0,1.56,2.4,1
AUX - MAR,(2 - 1),4 - 2,29,Season: #15201,5,4.7,1.57,0,1.6,2.3,1
HAV - LIL,(2 - 2),2 - 4,29,Season: #15201,5,4.7,1.57,2,1.48,2.6,1
LEN - TOU,(0 - 1),1 - 1,29,Season: #15201,5,4.7,1.57,1,1.67,2.16,1
MPR - ANG,(1 - 0),3 - 0,29,Season: #15201,5,4.7,1.57,0,1.47,2.6,0
NAN - ASM,(0 - 1),1 - 1,29,Season: #15201,5,4.7,1.57,1,1.47,2.6,1
REI - NIC,(0 - 2),1 - 3,29,Season: #15201,5,4.7,1.57,2,1.47,2.6,1
REN - LYO,(0 - 0),6 - 2,29,Season: #15201,5,4.7,1.57,0,1.46,2.65,1
STE - PSG,(0 - 0),1 - 1,29,Season: #15201,5,4.7,1.57,1,1.54,2.45,1
STR - BRE,(0 - 1),2 - 1,29,Season: #15201,5,4.7,1.57,0,1.48,2.6,1
AJA - RKC,(3 - 1),5 - 2,29,Season: #15201,5,4.7,1.57,0,1.54,2.45,1
FOR - NAC,(1 - 2),1 - 2,29,Season: #15201,5,4.7,1.57,2,1.78,1.99,1
GRO - GAE,(1 - 1),2 - 2,29,Season: #15201,5,4.7,1.57,1,1.48,2.6,1
HEE - PEC,(1 - 0),2 - 0,29,Season: #15201,5,4.7,1.57,0,1.44,2.7,0
HER - SPA,(0 - 0),0 - 0,29,Season: #15201,5,4.7,1.57,1,1.57,2.35,0
NEC - FEY,(1 - 0),2 - 1,29,Season: #15201,5,4.7,1.57,0,1.58,2.35,1
PSV - ALM,(3 - 0),6 - 3,29,Season: #15201,5,4.7,1.57,0,2.1,1.71,1
UTR - TWE,(0 - 0),1 - 0,29,Season: #15201,5,4.7,1.57,0,1.61,2.25,0
WIL - AZA,(1 - 1),2 - 2,29,Season: #15201,5,4.7,1.57,1,1.51,2.5,1
AVS - BOA,(0 - 0),1 - 1,29,Season: #15201,5,4.7,1.57,1,1.54,2.45,1
BRA - FAM,(1 - 0),3 - 1,29,Season: #15201,5,4.7,1.57,0,1.54,2.45,1
CAS - POR,(0 - 2),0 - 2,29,Season: #15201,5,4.7,1.57,2,1.65,2.19,0
FAR - GIL,(1 - 0),2 - 1,29,Season: #15201,5,4.7,1.57,0,1.39,2.9,1
MOR - ARO,(0 - 0),0 - 2,29,Season: #15201,5,4.7,1.57,2,1.58,2.35,0
NAC - BEN,(0 - 1),1 - 4,29,Season: #15201,5,4.7,1.57,2,1.52,2.45,1
RIO - GUI,(0 - 1),2 - 1,29,Season: #15201,5,4.7,1.57,0,1.4,2.85,1
SAN - EST,(2 - 1),2 - 1,29,Season: #15201,5,4.7,1.57,0,1.43,2.75,1
SPO - ETA,(1 - 1),1 - 1,29,Season: #15201,5,4.7,1.57,1,1.7,2.11,1
ARS - SOU,(3 - 1),3 - 1,30,Season: #15201,5,4.7,1.57,0,1.8,1.97,1
BHA - BRE,(1 - 1),1 - 1,30,Season: #15201,5,4.7,1.57,1,1.7,2.11,1
BOU - NOT,(1 - 0),5 - 0,30,Season: #15201,5,4.7,1.57,0,1.62,2.25,0
CHE - WHU,(1 - 1),2 - 1,30,Season: #15201,5,4.7,1.57,0,1.46,2.65,1
IPS - FUL,(0 - 1),0 - 2,30,Season: #15201,5,4.7,1.57,2,1.59,2.3,0
LEI - CRY,(0 - 0),0 - 4,30,Season: #15201,5,4.7,1.57,2,1.52,2.45,0
LIV - TOT,(1 - 1),2 - 1,30,Season: #15201,5,4.7,1.57,0,1.38,2.95,1
MCI - EVE,(1 - 0),2 - 0,30,Season: #15201,5,4.7,1.57,0,1.63,2.22,0
MUN - AST,(2 - 1),4 - 1,30,Season: #15201,5,4.7,1.57,0,1.47,2.65,1
NEW - WOL,(2 - 0),5 - 4,30,Season: #15201,5,4.7,1.57,0,1.63,2.23,1
ATH - ALA,(0 - 0),1 - 0,30,Season: #15201,5,4.7,1.57,0,2.18,1.66,0
CEL - RMA,(0 - 0),1 - 1,30,Season: #15201,5,4.7,1.57,1,1.56,2.35,1
GET - BET,(0 - 1),1 - 1,30,Season: #15201,5,4.7,1.57,1,1.76,2.02,1
GIR - VIL,(1 - 1),1 - 3,30,Season: #15201,5,4.7,1.57,2,1.52,2.5,1
MAL - LAS,(2 - 1),3 - 1,30,Season: #15201,5,4.7,1.57,0,1.63,2.23,1
