Teams,Half_Time_Score,Full_Time_Score,Week,Season,Home,Draw,Away,Team_Winner,Yes,No,BTTS_Winner
LAS - SEV,(1 - 1),1 - 3,10,Season: #15195,1.6,4.3,5.25,2,1.45,2.7,1
LEG - RAY,(3 - 1),4 - 1,10,Season: #15195,1.97,3.4,4.1,0,1.93,1.84,1
MAL - CEL,(0 - 1),2 - 1,10,Season: #15195,2.65,3.75,2.5,0,1.62,2.24,1
RMA - RSO,(2 - 2),2 - 2,10,Season: #15195,1.41,4.6,8.25,1,1.75,2.03,1
VAL - GET,(2 - 0),4 - 2,10,Season: #15195,2.24,3.35,3.3,0,1.8,1.97,1
VIL - ATM,(1 - 0),2 - 0,10,Season: #15195,1.73,3.85,4.75,0,1.66,2.17,0
VLL - ESP,(0 - 0),1 - 0,10,Season: #15195,2.55,3.3,2.85,0,1.5,2.55,0
ATA - JUV,(0 - 1),0 - 2,10,Season: #15195,2.5,3.8,2.6,2,1.54,2.4,0
BOL - FIO,(0 - 0),1 - 0,10,Season: #15195,4.95,3.85,1.71,0,1.59,2.3,0
EMP - CAG,(1 - 1),3 - 1,10,Season: #15195,3,3.5,2.35,0,1.36,3.05,1
INT - NAP,(0 - 1),0 - 1,10,Season: #15195,4.6,4.2,1.69,2,1.94,1.83,0
LAZ - PAR,(1 - 0),2 - 1,10,Season: #15195,1.59,3.95,6,0,1.62,2.25,1
LEC - MON,(2 - 2),2 - 2,10,Season: #15195,2.35,3.8,2.8,1,1.51,2.5,1
MIL - GEN,(1 - 0),3 - 0,10,Season: #15195,3.05,3.65,2.25,0,1.74,2.05,0
TOR - COM,(0 - 1),3 - 1,10,Season: #15195,3.9,3.95,1.87,0,1.69,2.12,1
UDI - VEN,(1 - 0),1 - 3,10,Season: #15195,2.7,3.45,2.6,2,1.63,2.23,1
VER - ROM,(0 - 0),2 - 1,10,Season: #15195,2.35,3.65,2.85,0,1.62,2.25,1
AUG - FCB,(1 - 1),2 - 2,10,Season: #15195,2.4,3.75,2.75,1,1.38,2.95,1
DOR - UNI,(1 - 0),5 - 0,10,Season: #15195,1.52,4.85,5.5,0,1.47,2.6,0
FRE - EIN,(1 - 0),1 - 1,10,Season: #15195,1.55,4.4,5.75,1,1.65,2.19,1
KIE - BOC,(1 - 0),2 - 0,10,Season: #15195,1.52,4.75,5.5,0,1.42,2.8,0
LEV - WOL,(1 - 0),1 - 0,10,Season: #15195,1.94,4,3.55,0,1.98,1.8,0
MAI - HOF,(0 - 1),1 - 2,10,Season: #15195,3.55,4.2,1.9,2,1.33,3.2,1
RBL - WER,(1 - 0),2 - 1,10,Season: #15195,1.81,4,4.15,0,1.66,2.18,1
STP - MON,(2 - 0),3 - 1,10,Season: #15195,1.85,4.6,3.5,0,1.56,2.35,1
STU - HEI,(1 - 0),2 - 3,10,Season: #15195,2,4.1,3.3,2,1.56,2.35,1
ANG - LYO,(0 - 4),1 - 4,10,Season: #15195,2.23,4.05,2.85,2,1.46,2.65,1
AUX - ASM,(1 - 1),2 - 1,10,Season: #15195,1.76,4.15,4.15,0,1.5,2.55,1
LEN - BRE,(2 - 1),4 - 1,10,Season: #15195,2.06,4.2,3.1,0,1.62,2.25,1
MAR - LIL,(0 - 0),0 - 1,10,Season: #15195,1.41,5,7,2,1.7,2.11,0
MPR - STR,(0 - 1),1 - 1,10,Season: #15195,2.16,3.95,3,1,1.54,2.4,1
NAN - REN,(0 - 0),1 - 1,10,Season: #15195,2.6,3.65,2.6,1,1.39,2.9,1
PSG - NIC,(1 - 1),1 - 1,10,Season: #15195,1.36,5.25,8.25,1,1.61,2.25,1
REI - HAV,(2 - 0),2 - 1,10,Season: #15195,1.61,4.65,4.75,0,1.52,2.5,1
TOU - STE,(0 - 2),1 - 2,10,Season: #15195,1.74,4.55,3.95,2,1.42,2.8,1
AJA - GAE,(1 - 0),3 - 1,10,Season: #15195,1.37,5.25,8,0,1.74,2.05,1
AZA - ALM,(0 - 0),1 - 0,10,Season: #15195,1.94,3.75,3.8,0,1.81,1.96,0
GRO - NAC,(2 - 0),2 - 0,10,Season: #15195,1.93,4.55,3.25,0,1.48,2.6,0
HEE - UTR,(1 - 0),2 - 1,10,Season: #15195,2.23,3.6,3.1,0,1.4,2.9,1
NEC - FOR,(0 - 0),4 - 0,10,Season: #15195,1.77,4.4,3.9,0,1.61,2.25,0
PEC - FEY,(0 - 4),1 - 6,10,Season: #15195,1.36,5,8.5,2,1.74,2.05,1
PSV - RKC,(2 - 0),3 - 1,10,Season: #15195,2.06,4.15,3.1,0,1.78,1.99,1
TWE - SPA,(4 - 2),6 - 3,10,Season: #15195,1.49,4.9,5.75,0,1.73,2.07,1
WIL - HER,(1 - 0),1 - 0,10,Season: #15195,1.43,5,6.5,0,1.41,2.85,0
AVS - BRA,(0 - 1),1 - 2,10,Season: #15195,4.25,4,1.78,2,1.54,2.4,1
BEN - MOR,(1 - 0),2 - 1,10,Season: #15195,1.59,4.3,5.5,0,1.77,2.01,1
CAS - GUI,(2 - 0),3 - 1,10,Season: #15195,2.45,3.9,2.6,0,1.46,2.65,1
ETA - FAR,(1 - 1),4 - 2,10,Season: #15195,4.2,4.2,1.75,0,1.45,2.65,1
FAM - SPO,(1 - 1),1 - 2,10,Season: #15195,2.22,4.25,2.75,2,1.53,2.45,1
NAC - ARO,(0 - 0),1 - 1,10,Season: #15195,3,4.05,2.16,1,1.48,2.6,1
POR - GIL,(0 - 0),2 - 0,10,Season: #15195,2.4,4.25,2.55,0,1.68,2.14,0
RIO - BOA,(2 - 1),4 - 1,10,Season: #15195,2.45,3.85,2.65,0,1.45,2.65,1
SAN - EST,(1 - 2),2 - 4,10,Season: #15195,1.3,5.75,9.25,2,1.43,2.75,1
AST - SOU,(0 - 1),0 - 2,11,Season: #15195,2.5,3.85,2.6,2,1.69,2.12,0
BRE - WOL,(1 - 1),2 - 1,11,Season: #15195,1.45,5,6.25,0,1.82,1.95,1
EVE - WHU,(1 - 1),2 - 4,11,Season: #15195,1.8,4.05,4.1,2,1.57,2.35,1
FUL - MCI,(0 - 0),0 - 0,11,Season: #15195,2.14,3.6,3.3,1,1.56,2.4,0
IPS - NEW,(1 - 1),2 - 3,11,Season: #15195,2.3,3.7,2.9,2,1.52,2.5,1
LEI - ARS,(0 - 1),1 - 3,11,Season: #15195,1.97,4.35,3.25,2,1.53,2.45,1
LIV - CRY,(1 - 0),2 - 0,11,Season: #15195,1.57,4.3,5.5,0,1.49,2.55,0
MUN - CHE,(2 - 0),2 - 1,11,Season: #15195,1.66,4.2,4.85,0,1.42,2.8,1
NOT - BOU,(3 - 1),4 - 2,11,Season: #15195,1.92,4.05,3.6,0,1.56,2.35,1
TOT - BHA,(3 - 0),5 - 1,11,Season: #15195,1.86,4,3.85,0,1.47,2.65,1
ALA - VIL,(1 - 0),2 - 0,11,Season: #15195,1.66,3.6,6,0,1.76,2.02,0
BAR - GIR,(0 - 1),1 - 3,11,Season: #15195,1.31,6,8.5,2,1.48,2.6,1
BET - ESP,(0 - 1),1 - 1,11,Season: #15195,1.94,3.8,3.75,1,1.57,2.35,1
GET - VLL,(1 - 1),3 - 1,11,Season: #15195,2.7,3.8,2.45,0,1.72,2.07,1
LEG - LAS,(0 - 2),0 - 2,11,Season: #15195,1.96,3.4,4.15,2,1.69,2.12,0
OSA - ATH,(1 - 1),3 - 2,11,Season: #15195,2.35,3.5,3,0,1.62,2.24,1
RAY - RSO,(0 - 0),2 - 0,11,Season: #15195,1.74,3.8,4.8,0,1.8,1.98,0
RMA - ATM,(0 - 0),1 - 0,11,Season: #15195,1.54,4.2,6.25,0,1.77,2.01,0
SEV - MAL,(1 - 0),2 - 0,11,Season: #15195,2.65,3.45,2.65,0,1.72,2.07,0
VAL - CEL,(2 - 0),4 - 0,11,Season: #15195,1.88,3.95,3.8,0,1.53,2.45,0
BOL - ATA,(1 - 2),1 - 4,11,Season: #15195,2.5,3.65,2.7,2,1.49,2.55,1
CAG - GEN,(0 - 1),2 - 3,11,Season: #15195,2.4,3.6,2.9,2,1.29,3.5,1
COM - PAR,(2 - 0),2 - 2,11,Season: #15195,2.08,4.1,3.1,1,1.54,2.4,1
FIO - NAP,(0 - 0),0 - 0,11,Season: #15195,1.94,3.4,4.2,1,1.64,2.21,0
JUV - LAZ,(2 - 1),4 - 1,11,Season: #15195,1.65,4.15,5,0,1.6,2.3,1
LEC - ROM,(1 - 0),2 - 1,11,Season: #15195,2.65,3.7,2.5,0,1.5,2.5,1
MIL - INT,(1 - 0),1 - 1,11,Season: #15195,1.4,4.9,7.5,1,2.05,1.74,1
MON - TOR,(1 - 0),1 - 3,11,Season: #15195,1.97,3.6,3.8,2,1.73,2.07,1
VEN - EMP,(1 - 2),2 - 2,11,Season: #15195,2.1,3.6,3.4,1,1.49,2.55,1
VER - UDI,(1 - 0),1 - 1,11,Season: #15195,3.8,3.75,1.93,1,1.76,2.03,1
AUG - MON,(1 - 3),2 - 4,11,Season: #15195,3.65,4.45,1.83,2,1.46,2.65,1
FCB - EIN,(1 - 0),3 - 1,11,Season: #15195,1.42,5.5,6.5,0,1.49,2.55,1
FRE - HEI,(0 - 1),0 - 4,11,Season: #15195,2.45,3.65,2.8,2,1.63,2.23,0
HOF - DOR,(1 - 1),1 - 1,11,Season: #15195,2.3,4.05,2.8,1,1.42,2.8,1
KIE - LEV,(1 - 1),2 - 3,11,Season: #15195,1.59,4.05,5.75,2,1.71,2.09,1
MAI - WOL,(2 - 1),3 - 3,11,Season: #15195,2.7,4.3,2.25,1,1.45,2.7,1
RBL - STU,(0 - 0),0 - 1,11,Season: #15195,1.49,4.75,6,2,1.62,2.24,0
STP - BOC,(2 - 1),4 - 1,11,Season: #15195,2.85,3.8,2.3,0,1.49,2.55,1
WER - UNI,(0 - 1),0 - 2,11,Season: #15195,1.55,4.65,5.25,2,1.42,2.8,0
ANG - MAR,(0 - 3),0 - 5,11,Season: #15195,2.7,4,2.35,2,1.65,2.19,0
AUX - NAN,(1 - 4),1 - 4,11,Season: #15195,3.6,4.1,1.9,2,1.36,3.05,1
BRE - REI,(0 - 1),1 - 3,11,Season: #15195,1.64,4.35,4.85,2,1.42,2.8,1
HAV - ASM,(1 - 3),3 - 5,11,Season: #15195,1.87,3.85,3.95,2,1.53,2.45,1
LEN - STR,(0 - 0),0 - 1,11,Season: #15195,1.83,4.1,3.85,2,1.8,1.97,0
LIL - PSG,(0 - 0),0 - 0,11,Season: #15195,3,4.2,2.11,1,1.58,2.35,0
NIC - MPR,(1 - 1),3 - 1,11,Season: #15195,1.59,4.45,5.25,0,1.48,2.6,1
STE - LYO,(0 - 0),3 - 0,11,Season: #15195,1.49,4.95,5.75,0,1.43,2.75,0
TOU - REN,(1 - 1),1 - 3,11,Season: #15195,2.16,4.1,2.95,2,1.44,2.7,1
ALM - GRO,(1 - 0),3 - 0,11,Season: #15195,1.46,4.85,6.5,0,1.47,2.6,0
FOR - SPA,(1 - 0),1 - 0,11,Season: #15195,1.37,5.25,8,0,1.78,2,0
GAE - FEY,(2 - 1),2 - 1,11,Season: #15195,1.92,4.15,3.5,0,1.74,2.05,1
HEE - AZA,(0 - 0),6 - 0,11,Season: #15195,2.45,4.15,2.55,0,1.47,2.6,0
PEC - HER,(2 - 0),3 - 1,11,Season: #15195,2,3.9,3.45,0,1.56,2.35,1
PSV - NAC,(0 - 0),1 - 2,11,Season: #15195,4.35,4,1.77,2,2.1,1.71,1
RKC - AJA,(2 - 2),2 - 2,11,Season: #15195,1.21,7,12,1,1.42,2.8,1
UTR - TWE,(0 - 1),1 - 2,11,Season: #15195,1.56,4.45,5.5,2,1.61,2.25,1
WIL - NEC,(1 - 3),1 - 3,11,Season: #15195,2.24,4.15,2.8,2,1.32,3.25,1
AVS - FAR,(0 - 3),3 - 4,11,Season: #15195,3.45,3.95,1.98,2,1.53,2.45,1
BEN - CAS,(3 - 0),6 - 1,11,Season: #15195,1.29,6,9.75,0,1.77,2.01,1
BRA - GIL,(1 - 1),4 - 2,11,Season: #15195,2.8,3.95,2.3,0,1.54,2.45,1
ETA - SAN,(0 - 0),0 - 2,11,Season: #15195,1.87,4.2,3.65,2,1.35,3.1,0
FAM - GUI,(1 - 1),2 - 1,11,Season: #15195,3.85,4.1,1.85,0,1.41,2.85,1
MOR - RIO,(1 - 2),1 - 2,11,Season: #15195,2.6,3.9,2.5,2,1.4,2.85,1
NAC - EST,(1 - 2),2 - 3,11,Season: #15195,1.27,6.25,9.75,2,1.42,2.8,1
POR - BOA,(0 - 3),3 - 3,11,Season: #15195,2.5,3.95,2.55,1,1.73,2.06,1
SPO - ARO,(1 - 0),3 - 1,11,Season: #15195,2.45,4,2.6,0,1.84,1.92,1
ARS - BHA,(0 - 0),1 - 1,12,Season: #15195,1.6,4.25,5.25,1,1.52,2.45,1
AST - WHU,(0 - 0),1 - 0,12,Season: #15195,2.15,3.45,3.4,0,1.51,2.5,0
BRE - CHE,(0 - 2),3 - 2,12,Season: #15195,2.75,3.7,2.4,0,1.58,2.3,1
IPS - EVE,(1 - 1),3 - 1,12,Season: #15195,3.9,4.05,1.84,0,1.57,2.35,1
LIV - BOU,(0 - 0),1 - 0,12,Season: #15195,3.6,4,1.93,0,1.47,2.6,0
MUN - CRY,(0 - 1),1 - 1,12,Season: #15195,4.55,4.35,1.67,1,1.59,2.3,1
NEW - MCI,(0 - 3),0 - 5,12,Season: #15195,1.63,4.5,4.7,2,1.45,2.7,0
SOU - LEI,(0 - 1),0 - 1,12,Season: #15195,2.04,4.1,3.2,2,1.63,2.22,0
TOT - NOT,(3 - 0),6 - 0,12,Season: #15195,2.9,3.75,2.3,0,1.57,2.35,0
WOL - FUL,(1 - 0),2 - 3,12,Season: #15195,2.06,4,3.2,2,1.69,2.12,1
ALA - ATM,(0 - 0),1 - 1,12,Season: #15195,2.25,3.35,3.25,1,1.92,1.85,1
ATH - GIR,(0 - 0),0 - 0,12,Season: #15195,1.66,4.35,4.7,1,1.77,2.01,0
BAR - ESP,(1 - 1),5 - 1,12,Season: #15195,1.58,4.4,5.5,0,1.51,2.5,1
BET - GET,(1 - 0),3 - 0,12,Season: #15195,2.45,3.35,2.95,0,1.9,1.87,0
LAS - RSO,(2 - 1),2 - 2,12,Season: #15195,1.66,4,5,1,1.57,2.35,1
LEG - MAL,(0 - 2),1 - 2,12,Season: #15195,3.45,3.6,2.07,2,1.93,1.83,1
RAY - RMA,(0 - 0),0 - 0,12,Season: #15195,3.2,3.3,2.35,1,1.8,1.98,0
SEV - VAL,(0 - 0),0 - 1,12,Season: #15195,1.9,3.6,4.15,2,1.52,2.45,0
VIL - OSA,(2 - 0),2 - 1,12,Season: #15195,1.62,4.05,5.5,0,1.49,2.55,1
VLL - CEL,(2 - 2),2 - 2,12,Season: #15195,1.74,4.1,4.4,1,1.53,2.45,1
BOL - LAZ,(0 - 0),0 - 0,12,Season: #15195,2.75,3.75,2.45,1,1.53,2.45,0
CAG - INT,(0 - 0),1 - 1,12,Season: #15195,2.22,4.25,2.75,1,1.7,2.11,1
COM - JUV,(1 - 2),3 - 4,12,Season: #15195,2.17,3.7,3.15,2,1.6,2.3,1
EMP - VER,(0 - 0),1 - 0,12,Season: #15195,3.05,3.55,2.3,0,1.61,2.25,0
FIO - MIL,(1 - 2),1 - 4,12,Season: #15195,2.03,3.7,3.55,2,1.76,2.02,1
LEC - TOR,(0 - 2),1 - 3,12,Season: #15195,3.6,3.9,1.94,2,1.63,2.22,1
MON - PAR,(0 - 0),0 - 0,12,Season: #15195,3,3.05,2.6,1,1.61,2.25,0
NAP - ATA,(1 - 0),1 - 0,12,Season: #15195,2.6,3.4,2.75,0,1.54,2.45,0
ROM - UDI,(1 - 0),1 - 0,12,Season: #15195,2.45,3.75,2.7,0,1.74,2.05,0
VEN - GEN,(0 - 0),1 - 2,12,Season: #15195,2.6,3.35,2.8,2,1.41,2.85,1
AUG - BOC,(1 - 0),1 - 2,12,Season: #15195,2.9,4,2.22,2,1.4,2.9,1
EIN - MON,(2 - 0),3 - 1,12,Season: #15195,1.81,4.25,3.85,0,1.59,2.3,1
FRE - FCB,(1 - 1),2 - 1,12,Season: #15195,1.83,4,4,0,1.54,2.4,1
HOF - WER,(3 - 1),5 - 1,12,Season: #15195,2.6,4.05,2.4,0,1.45,2.65,1
MAI - KIE,(1 - 0),2 - 1,12,Season: #15195,4.7,4.1,1.7,0,1.33,3.2,1
RBL - HEI,(1 - 0),3 - 0,12,Season: #15195,2.7,4,2.35,0,1.67,2.15,0
STP - LEV,(0 - 0),0 - 1,12,Season: #15195,1.91,3.9,3.7,2,1.79,1.99,0
STU - UNI,(3 - 0),4 - 1,12,Season: #15195,2.13,3.95,3.1,0,1.51,2.5,1
WOL - DOR,(0 - 1),0 - 1,12,Season: #15195,1.86,4.3,3.6,2,1.56,2.4,0
ANG - PSG,(0 - 0),1 - 1,12,Season: #15195,3.55,3.8,2,1,1.58,2.35,1
AUX - TOU,(3 - 1),3 - 1,12,Season: #15195,1.89,4.4,3.45,0,1.4,2.9,1
BRE - ASM,(0 - 0),2 - 1,12,Season: #15195,2.25,4.1,2.8,0,1.48,2.6,1
HAV - NAN,(0 - 0),2 - 1,12,Season: #15195,4.2,4.25,1.74,0,1.36,3.05,1
LEN - NIC,(2 - 0),2 - 0,12,Season: #15195,1.6,4.2,5.5,0,1.64,2.2,0
LYO - MAR,(0 - 0),2 - 1,12,Season: #15195,2.55,3.75,2.55,0,1.62,2.24,1
MPR - LIL,(1 - 0),1 - 1,12,Season: #15195,1.73,4.4,4.15,1,1.47,2.6,1
REN - STE,(2 - 0),2 - 0,12,Season: #15195,2.4,4,2.65,0,1.47,2.6,0
STR - REI,(0 - 0),1 - 1,12,Season: #15195,2.55,4,2.45,1,1.54,2.4,1
AJA - NAC,(2 - 1),3 - 1,12,Season: #15195,2.06,4.1,3.2,0,1.79,1.99,1
AZA - TWE,(2 - 0),3 - 1,12,Season: #15195,2.17,3.6,3.25,0,1.72,2.08,1
FEY - RKC,(0 - 0),3 - 1,12,Season: #15195,3.75,3.75,1.94,0,1.65,2.18,1
GAE - PEC,(0 - 0),0 - 1,12,Season: #15195,2.8,4,2.3,2,1.62,2.25,0
GRO - HEE,(1 - 1),3 - 1,12,Season: #15195,2.06,3.95,3.25,0,1.32,3.25,1
NEC - HER,(1 - 1),1 - 1,12,Season: #15195,1.25,6.25,12,1,1.46,2.65,1
PSV - ALM,(2 - 0),5 - 0,12,Season: #15195,3.95,4.5,1.75,0,2.1,1.71,0
UTR - FOR,(0 - 0),1 - 0,12,Season: #15195,2.23,3.8,3,0,1.8,1.97,0
WIL - SPA,(0 - 2),0 - 4,12,Season: #15195,2.45,4.3,2.45,2,1.43,2.75,0
AVS - ETA,(1 - 2),1 - 3,12,Season: #15195,1.82,4.15,3.9,2,1.46,2.65,1
BEN - FAM,(1 - 1),3 - 2,12,Season: #15195,1.32,5.5,8.75,0,1.66,2.17,1
BOA - BRA,(2 - 0),2 - 2,12,Season: #15195,1.35,5.75,7.5,1,1.55,2.4,1
CAS - RIO,(0 - 0),0 - 0,12,Season: #15195,1.97,4.35,3.25,1,1.42,2.8,0
EST - SPO,(0 - 1),1 - 2,12,Season: #15195,2.4,4.05,2.6,2,1.65,2.19,1
GIL - FAR,(0 - 1),0 - 1,12,Season: #15195,2.3,4.1,2.7,2,1.41,2.85,0
GUI - ARO,(1 - 0),2 - 1,12,Season: #15195,2.6,4.05,2.45,0,1.61,2.25,1
POR - MOR,(1 - 0),4 - 1,12,Season: #15195,1.58,4.3,5.5,0,1.79,1.99,1
SAN - NAC,(1 - 0),2 - 0,12,Season: #15195,1.47,4.6,6.75,0,1.31,3.35,0
ARS - SOU,(2 - 0),3 - 0,13,Season: #15195,1.45,4.7,7,0,1.8,1.97,0
BOU - MUN,(0 - 1),2 - 2,13,Season: #15195,2.5,3.75,2.65,1,1.54,2.4,1
CRY - BRE,(1 - 1),1 - 2,13,Season: #15195,2.19,3.5,3.3,2,1.77,2.01,1
EVE - MCI,(4 - 1),4 - 2,13,Season: #15195,3.7,4,1.89,0,1.54,2.4,1
FUL - CHE,(1 - 1),2 - 3,13,Season: #15195,3.25,4,2.06,2,1.48,2.6,1
IPS - AST,(2 - 2),3 - 7,13,Season: #15195,3.55,4,1.94,2,1.51,2.5,1
LEI - WHU,(1 - 0),1 - 2,13,Season: #15195,3.15,3.95,2.1,2,1.49,2.55,1
NOT - BHA,(1 - 0),2 - 2,13,Season: #15195,3.35,4,2.01,1,1.49,2.55,1
TOT - LIV,(0 - 1),0 - 2,13,Season: #15195,2.12,4.15,3,2,1.38,3,0
WOL - NEW,(2 - 2),3 - 2,13,Season: #15195,2.9,3.75,2.3,0,1.57,2.35,1
ATH - ESP,(1 - 0),1 - 0,13,Season: #15195,1.43,4.65,7.5,0,1.81,1.96,0
ATM - RAY,(1 - 0),2 - 0,13,Season: #15195,1.43,4.45,8.25,0,2.03,1.76,0
CEL - BET,(1 - 1),2 - 3,13,Season: #15195,2.35,3.65,2.9,2,1.54,2.4,1
GET - BAR,(0 - 0),1 - 3,13,Season: #15195,3.85,3.7,1.93,2,1.64,2.21,1
GIR - VIL,(0 - 1),0 - 2,13,Season: #15195,1.87,3.95,3.9,2,1.52,2.5,0
LAS - RMA,(0 - 2),0 - 2,13,Season: #15195,4.85,4.15,1.67,2,1.59,2.3,0
OSA - ALA,(1 - 0),3 - 2,13,Season: #15195,2.3,3.55,3,0,1.6,2.3,1
RSO - MAL,(3 - 1),3 - 1,13,Season: #15195,1.42,4.5,8,0,1.96,1.81,1
VAL - LEG,(2 - 0),4 - 1,13,Season: #15195,1.82,3.7,4.45,0,1.75,2.04,1
VLL - SEV,(2 - 1),2 - 1,13,Season: #15195,2.21,3.7,3.1,0,1.54,2.45,1
COM - BOL,(1 - 1),2 - 2,13,Season: #15195,2.9,3.7,2.3,1,1.51,2.5,1
EMP - UDI,(1 - 1),3 - 2,13,Season: #15195,2.45,3.4,2.85,0,1.7,2.1,1
FIO - CAG,(1 - 1),4 - 3,13,Season: #15195,1.63,4.55,4.7,0,1.43,2.75,1
INT - VEN,(1 - 1),3 - 1,13,Season: #15195,1.31,5.25,11.5,0,2.02,1.76,1
JUV - MON,(0 - 0),0 - 2,13,Season: #15195,1.7,3.95,4.8,2,1.68,2.14,0
LEC - PAR,(1 - 0),1 - 1,13,Season: #15195,2.24,3.75,3,1,1.51,2.5,1
MIL - ATA,(2 - 0),4 - 0,13,Season: #15195,1.97,3.7,3.75,0,1.65,2.18,0
NAP - LAZ,(1 - 0),1 - 0,13,Season: #15195,2,3.75,3.6,0,1.59,2.3,0
TOR - ROM,(1 - 0),1 - 1,13,Season: #15195,2.8,3.4,2.55,1,1.69,2.12,1
VER - GEN,(2 - 1),2 - 4,13,Season: #15195,2.3,3.75,2.95,2,1.51,2.5,1
BOC - EIN,(1 - 2),3 - 3,13,Season: #15195,2.85,3.9,2.25,1,1.5,2.5,1
DOR - KIE,(2 - 0),4 - 2,13,Season: #15195,1.38,5.5,7,0,1.52,2.5,1
LEV - AUG,(2 - 0),3 - 0,13,Season: #15195,1.36,5.25,8.25,0,1.78,1.99,0
MON - FCB,(0 - 0),0 - 1,13,Season: #15195,2.45,3.95,2.6,2,1.48,2.6,0
RBL - FRE,(1 - 1),1 - 2,13,Season: #15195,1.7,4,4.8,2,1.78,1.99,1
STP - MAI,(0 - 1),2 - 1,13,Season: #15195,1.85,4.4,3.6,0,1.39,2.9,1
STU - HOF,(3 - 0),6 - 0,13,Season: #15195,1.71,4.35,4.3,0,1.5,2.5,0
UNI - HEI,(3 - 2),4 - 2,13,Season: #15195,2.15,4.15,2.95,0,1.41,2.85,1
WOL - WER,(1 - 2),2 - 2,13,Season: #15195,1.91,3.95,3.7,1,1.6,2.3,1
ASM - STR,(0 - 0),0 - 1,13,Season: #15195,1.47,4.75,6.5,2,1.73,2.06,0
AUX - REN,(0 - 0),0 - 2,13,Season: #15195,2.9,4.1,2.2,2,1.42,2.8,0
HAV - TOU,(1 - 1),2 - 1,13,Season: #15195,2.45,4.05,2.55,0,1.41,2.85,1
LIL - LEN,(1 - 1),1 - 2,13,Season: #15195,2.05,3.75,3.45,2,1.67,2.15,1
LYO - PSG,(0 - 0),0 - 0,13,Season: #15195,2.75,3.8,2.35,1,1.54,2.4,0
MAR - STE,(0 - 0),0 - 0,13,Season: #15195,1.54,4.5,5.75,1,1.69,2.12,0
MPR - ANG,(3 - 1),5 - 1,13,Season: #15195,1.84,4.25,3.75,0,1.47,2.6,1
NAN - BRE,(0 - 0),0 - 0,13,Season: #15195,2.3,4.25,2.65,1,1.34,3.2,0
NIC - REI,(0 - 0),1 - 0,13,Season: #15195,1.88,4.15,3.65,0,1.49,2.55,0
AJA - ALM,(1 - 1),5 - 1,13,Season: #15195,1.31,5.75,9,0,1.79,1.99,1
FOR - AZA,(3 - 1),3 - 2,13,Season: #15195,3.2,3.5,2.22,0,1.85,1.92,1
HEE - PSV,(0 - 1),0 - 2,13,Season: #15195,3.9,4.05,1.84,2,1.61,2.25,0
NAC - FEY,(0 - 0),1 - 0,13,Season: #15195,4.8,4.1,1.68,0,1.75,2.03,0
NEC - PEC,(0 - 0),1 - 0,13,Season: #15195,1.78,4.35,3.9,0,1.48,2.6,0
RKC - GAE,(0 - 1),0 - 2,13,Season: #15195,2.21,4.2,2.8,2,1.39,2.95,0
SPA - HER,(1 - 0),4 - 0,13,Season: #15195,1.85,4.05,3.9,0,1.6,2.3,0
TWE - GRO,(0 - 2),1 - 2,13,Season: #15195,1.37,5.5,7.5,2,1.64,2.21,1
UTR - WIL,(2 - 0),3 - 1,13,Season: #15195,1.34,5.75,7.5,0,1.53,2.45,1
ARO - BEN,(1 - 3),1 - 4,13,Season: #15195,3.6,3.65,2.02,2,1.76,2.02,1
AVS - GIL,(0 - 1),0 - 3,13,Season: #15195,1.89,4.25,3.55,2,1.42,2.8,0
BOA - FAR,(0 - 0),0 - 1,13,Season: #15195,1.52,4.65,5.75,2,1.61,2.25,0
FAM - RIO,(0 - 1),1 - 2,13,Season: #15195,1.93,4.3,3.4,2,1.38,2.95,1
GUI - EST,(0 - 0),1 - 1,13,Season: #15195,1.83,4.1,3.9,1,1.54,2.45,1
MOR - BRA,(0 - 0),0 - 0,13,Season: #15195,3.95,4.15,1.81,1,1.52,2.5,0
NAC - ETA,(1 - 0),3 - 3,13,Season: #15195,2.08,4.3,3,1,1.33,3.2,1
POR - CAS,(0 - 0),2 - 1,13,Season: #15195,1.32,5.5,9,0,1.79,1.99,1
SAN - SPO,(0 - 1),1 - 2,13,Season: #15195,4.75,4.5,1.63,2,1.51,2.5,1
AST - MCI,(0 - 1),1 - 3,14,Season: #15195,2.45,3.95,2.65,2,1.45,2.7,1
BHA - SOU,(0 - 0),1 - 0,14,Season: #15195,1.62,4.25,5.25,0,1.7,2.11,0
BRE - BOU,(1 - 1),1 - 3,14,Season: #15195,2.45,3.45,2.9,2,1.76,2.02,1
CHE - NEW,(2 - 2),3 - 2,14,Season: #15195,2.05,4.15,3.15,0,1.41,2.85,1
FUL - CRY,(0 - 0),0 - 0,14,Season: #15195,2.45,3.65,2.75,1,1.62,2.24,0
LEI - IPS,(0 - 1),1 - 1,14,Season: #15195,2.09,3.95,3.2,1,1.5,2.55,1
MUN - TOT,(0 - 3),0 - 4,14,Season: #15195,2.04,4,3.25,2,1.47,2.6,0
NOT - LIV,(0 - 1),0 - 1,14,Season: #15195,3.55,4.25,1.88,2,1.41,2.85,0
WHU - ARS,(0 - 0),1 - 0,14,Season: #15195,2.8,3.8,2.35,0,1.53,2.45,0
WOL - EVE,(0 - 1),0 - 1,14,Season: #15195,2.05,3.7,3.45,2,1.67,2.16,0
