Teams,Half_Time_Score,Full_Time_Score,Week,Season,Home,Draw,Away,Team_Winner,Yes,No,BTTS_Winner
HEE - HER,(1 - 0),1 - 0,31,Season: #15194,1.7,4.55,4.2,0,1.6,2.3,0
NAC - UTR,(0 - 0),1 - 2,31,Season: #15194,3.35,3.95,2.03,2,1.45,2.7,1
NEC - FOR,(1 - 1),3 - 1,31,Season: #15194,2,3.9,3.45,0,1.78,1.99,1
PSV - WIL,(1 - 0),2 - 0,31,Season: #15194,1.18,7.5,14.5,0,1.64,2.2,0
SPA - RKC,(1 - 0),3 - 1,31,Season: #15194,1.71,4.55,4.1,0,1.68,2.14,1
TWE - ALM,(0 - 0),1 - 1,31,Season: #15194,1.38,5.25,7.75,1,1.34,3.15,1
AVS - CAS,(1 - 0),1 - 1,31,Season: #15194,1.97,4,3.45,1,1.66,2.17,1
BOA - SPO,(0 - 1),0 - 2,31,Season: #15194,3.15,3.75,2.17,2,1.48,2.6,0
BRA - FAR,(0 - 0),1 - 1,31,Season: #15194,1.33,5.5,8.25,1,1.72,2.07,1
ETA - EST,(0 - 0),1 - 0,31,Season: #15194,2.45,3.9,2.6,0,1.5,2.5,0
GIL - ARO,(0 - 1),1 - 3,31,Season: #15194,2.5,3.9,2.6,2,1.46,2.65,1
MOR - FAM,(0 - 0),1 - 0,31,Season: #15194,2.4,4.05,2.6,0,1.56,2.35,0
NAC - POR,(1 - 1),1 - 1,31,Season: #15194,5,4.55,1.59,1,1.53,2.45,1
RIO - BEN,(0 - 1),1 - 1,31,Season: #15194,3.9,4.1,1.82,1,1.61,2.3,1
SAN - GUI,(0 - 0),1 - 2,31,Season: #15194,2.85,4.15,2.2,2,1.39,2.9,1
ARS - BRE,(1 - 2),2 - 2,32,Season: #15194,1.56,4.25,5.75,1,1.58,2.3,1
CHE - SOU,(3 - 2),6 - 2,32,Season: #15194,1.57,4.45,5.5,0,1.51,2.5,1
CRY - AST,(0 - 0),2 - 2,32,Season: #15194,2.7,3.8,2.45,1,1.44,2.7,1
EVE - FUL,(0 - 1),0 - 1,32,Season: #15194,2.07,3.75,3.35,2,1.54,2.4,0
LEI - MCI,(0 - 0),2 - 4,32,Season: #15194,4.4,4.4,1.68,2,1.71,2.09,1
LIV - NOT,(3 - 0),5 - 0,32,Season: #15194,1.41,5.5,6.5,0,1.41,2.85,0
NEW - BHA,(1 - 1),2 - 3,32,Season: #15194,2.03,4.05,3.25,2,1.49,2.55,1
TOT - MUN,(1 - 0),1 - 0,32,Season: #15194,2.12,3.95,3.1,0,1.57,2.35,0
WHU - BOU,(2 - 1),3 - 1,32,Season: #15194,2.03,3.8,3.45,0,1.63,2.23,1
WOL - IPS,(0 - 0),2 - 2,32,Season: #15194,1.84,3.9,4.05,1,1.66,2.18,1
ATH - VLL,(1 - 0),4 - 1,32,Season: #15194,1.5,4.2,7,0,1.85,1.92,1
ATM - ALA,(1 - 1),2 - 1,32,Season: #15194,1.56,3.9,6.5,0,1.91,1.85,1
BAR - MAL,(2 - 1),3 - 1,32,Season: #15194,1.36,5.25,8.5,0,1.61,2.25,1
ESP - GET,(0 - 0),1 - 2,32,Season: #15194,1.72,3.95,4.7,2,1.55,2.4,1
GIR - LEG,(0 - 0),0 - 0,32,Season: #15194,1.69,3.95,4.95,1,1.61,2.25,0
LAS - BET,(0 - 1),0 - 2,32,Season: #15194,3.05,3.7,2.24,2,1.48,2.6,0
RMA - RAY,(2 - 0),2 - 0,32,Season: #15194,1.35,4.95,9.5,0,1.64,2.2,0
SEV - CEL,(0 - 1),1 - 2,32,Season: #15194,1.77,4.1,4.2,2,1.69,2.13,1
VAL - RSO,(0 - 0),2 - 3,32,Season: #15194,2.45,3.5,2.8,2,2.01,1.77,1
VIL - OSA,(1 - 1),4 - 2,32,Season: #15194,1.51,4.75,5.75,0,1.76,2.02,1
BOL - JUV,(1 - 0),1 - 1,32,Season: #15194,3.05,3.6,2.25,1,1.29,3.5,1
EMP - ROM,(0 - 0),2 - 0,32,Season: #15194,3.65,3.8,1.97,0,1.58,2.35,0
FIO - COM,(0 - 0),1 - 0,32,Season: #15194,1.85,3.85,4.05,0,1.55,2.4,0
INT - VER,(3 - 1),3 - 1,32,Season: #15194,1.36,4.75,9.75,0,1.66,2.18,1
LAZ - GEN,(1 - 0),3 - 1,32,Season: #15194,1.59,4.5,5.25,0,1.62,2.25,1
MIL - LEC,(2 - 0),2 - 1,32,Season: #15194,1.45,4.65,7,0,2.05,1.74,1
MON - TOR,(0 - 1),1 - 1,32,Season: #15194,2.6,3.4,2.75,1,1.54,2.45,1
NAP - PAR,(0 - 1),0 - 2,32,Season: #15194,1.5,4.5,6.25,2,1.59,2.3,0
UDI - CAG,(0 - 0),1 - 0,32,Season: #15194,2.04,3.9,3.3,0,1.63,2.22,0
VEN - ATA,(1 - 1),1 - 2,32,Season: #15194,4.15,4.2,1.76,2,1.63,2.22,1
AUG - WOL,(0 - 0),2 - 1,32,Season: #15194,2.5,3.85,2.6,0,1.45,2.7,1
BOC - RBL,(1 - 2),3 - 3,32,Season: #15194,3.5,3.95,1.98,1,1.56,2.4,1
DOR - HEI,(0 - 1),2 - 1,32,Season: #15194,1.5,4.95,5.5,0,1.53,2.45,1
FCB - STU,(2 - 0),3 - 0,32,Season: #15194,1.88,4.2,3.6,0,1.57,2.35,0
FRE - WER,(1 - 1),3 - 1,32,Season: #15194,1.86,4,3.85,0,1.34,3.15,1
HOF - EIN,(1 - 1),2 - 2,32,Season: #15194,2.4,3.9,2.65,1,1.62,2.24,1
KIE - UNI,(0 - 0),2 - 1,32,Season: #15194,2.12,4.2,2.95,0,1.56,2.4,1
MON - MAI,(1 - 2),3 - 4,32,Season: #15194,1.47,5.25,5.75,2,1.46,2.65,1
STP - LEV,(2 - 1),2 - 2,32,Season: #15194,4.2,3.8,1.83,1,1.88,1.88,1
ANG - ASM,(0 - 0),0 - 0,32,Season: #15194,3.3,3.95,2.04,1,1.49,2.55,0
AUX - STR,(1 - 1),2 - 1,32,Season: #15194,2.12,4,3.1,0,1.53,2.45,1
BRE - NAN,(0 - 3),0 - 5,32,Season: #15194,1.69,4.7,4.15,2,1.63,2.23,0
MAR - LEN,(1 - 1),2 - 1,32,Season: #15194,1.9,3.65,4.1,0,1.79,1.98,1
MPR - HAV,(0 - 0),4 - 0,32,Season: #15194,1.58,4.75,4.95,0,1.47,2.6,0
NIC - REN,(1 - 0),1 - 0,32,Season: #15194,2.02,4.1,3.25,0,1.37,3,0
PSG - LIL,(0 - 1),0 - 2,32,Season: #15194,1.71,4.2,4.45,2,1.47,2.6,0
REI - LYO,(1 - 0),3 - 0,32,Season: #15194,2.21,4,2.9,0,1.66,2.17,0
TOU - STE,(2 - 0),4 - 1,32,Season: #15194,2.16,4.1,2.95,0,1.48,2.6,1
ALM - GAE,(0 - 1),0 - 5,32,Season: #15194,2.45,3.75,2.7,2,1.56,2.4,0
AZA - PEC,(3 - 2),4 - 2,32,Season: #15194,1.42,4.95,7,0,1.7,2.11,1
HEE - FOR,(1 - 0),1 - 0,32,Season: #15194,1.87,4.05,3.75,0,1.79,1.98,0
HER - AJA,(0 - 0),3 - 2,32,Season: #15194,3.75,4,1.89,0,1.62,2.24,1
NAC - NEC,(0 - 0),1 - 0,32,Season: #15194,2.4,4,2.65,0,1.55,2.4,0
PSV - RKC,(1 - 0),2 - 1,32,Season: #15194,1.21,7,12,0,1.46,2.65,1
SPA - TWE,(1 - 0),2 - 0,32,Season: #15194,2.95,3.7,2.3,0,1.56,2.35,0
UTR - FEY,(0 - 0),2 - 1,32,Season: #15194,2.7,3.65,2.5,0,1.92,1.84,1
WIL - GRO,(1 - 1),3 - 2,32,Season: #15194,2.09,4.35,2.95,0,1.26,3.7,1
BEN - GIL,(0 - 1),0 - 1,32,Season: #15194,1.28,6.25,9.5,2,1.67,2.16,0
BOA - SAN,(2 - 1),5 - 2,32,Season: #15194,1.57,4.75,5,0,1.54,2.45,1
BRA - ARO,(0 - 0),2 - 0,32,Season: #15194,1.61,4.25,5.25,0,1.66,2.17,0
CAS - FAR,(2 - 0),7 - 1,32,Season: #15194,1.88,4.1,3.7,0,1.48,2.6,1
EST - NAC,(0 - 0),0 - 0,32,Season: #15194,1.65,4.55,4.5,1,1.35,3.1,0
FAM - POR,(2 - 0),4 - 0,32,Season: #15194,3.8,4,1.88,0,1.52,2.5,0
GUI - AVS,(1 - 0),4 - 0,32,Season: #15194,1.64,4.45,4.65,0,1.35,3.1,0
MOR - SPO,(0 - 0),0 - 1,32,Season: #15194,4.95,4.4,1.62,2,1.38,2.95,0
RIO - ETA,(3 - 1),5 - 1,32,Season: #15194,1.82,4.4,3.7,0,1.72,2.08,1
AST - EVE,(1 - 0),2 - 3,33,Season: #15194,1.59,4.45,5.25,2,1.46,2.65,1
BHA - WHU,(1 - 1),3 - 1,33,Season: #15194,1.96,4,3.5,0,1.47,2.6,1
CRY - LIV,(2 - 0),2 - 1,33,Season: #15194,2.8,3.95,2.3,0,1.67,2.15,1
FUL - TOT,(0 - 1),1 - 1,33,Season: #15194,3.2,3.85,2.11,1,1.82,1.95,1
IPS - BRE,(0 - 2),1 - 2,33,Season: #15194,2.7,3.5,2.55,2,1.75,2.03,1
LEI - CHE,(0 - 2),1 - 3,33,Season: #15194,3.6,4.25,1.87,2,1.44,2.75,1
MCI - ARS,(2 - 0),4 - 0,33,Season: #15194,2.13,3.9,3.1,0,1.54,2.4,0
MUN - BOU,(0 - 0),2 - 1,33,Season: #15194,1.84,4,3.95,0,1.47,2.6,1
NEW - WOL,(1 - 0),1 - 0,33,Season: #15194,1.67,4.2,4.75,0,1.51,2.5,0
NOT - SOU,(0 - 2),0 - 4,33,Season: #15194,2.3,3.6,3,2,1.46,2.65,0
ALA - RMA,(1 - 1),2 - 2,33,Season: #15194,3.4,3.3,2.24,1,1.78,2,1
ATH - LAS,(1 - 2),1 - 2,33,Season: #15194,1.32,5.25,10,2,1.59,2.3,1
BAR - VLL,(0 - 1),3 - 1,33,Season: #15194,1.43,4.9,7,0,1.83,1.93,1
BET - OSA,(3 - 1),4 - 2,33,Season: #15194,1.5,4.7,6,0,1.56,2.35,1
CEL - ATM,(0 - 0),1 - 1,33,Season: #15194,3.15,3.55,2.22,1,1.53,2.45,1
GIR - ESP,(2 - 0),4 - 0,33,Season: #15194,1.53,4.7,5.5,0,1.88,1.88,0
MAL - SEV,(0 - 0),1 - 0,33,Season: #15194,2.6,3.45,2.7,0,1.85,1.91,0
RAY - VAL,(0 - 0),0 - 0,33,Season: #15194,2.45,3.4,2.9,1,1.79,1.98,0
RSO - GET,(1 - 0),3 - 0,33,Season: #15194,1.38,4.75,9,0,1.51,2.5,0
VIL - LEG,(0 - 0),1 - 1,33,Season: #15194,1.77,3.75,4.65,1,1.54,2.45,1
CAG - GEN,(0 - 1),1 - 2,33,Season: #15194,2.22,4.25,2.75,2,1.49,2.55,1
COM - VER,(0 - 1),0 - 2,33,Season: #15194,2.15,3.65,3.25,2,1.36,3.05,0
EMP - BOL,(1 - 0),4 - 2,33,Season: #15194,3.05,3.7,2.23,0,1.92,1.84,1
FIO - JUV,(0 - 0),2 - 0,33,Season: #15194,3,3.5,2.35,0,1.61,2.25,0
LAZ - PAR,(1 - 0),2 - 0,33,Season: #15194,1.65,4.15,5,0,1.41,2.8,0
MIL - INT,(0 - 1),0 - 1,33,Season: #15194,3,3.05,2.6,2,1.77,2.01,0
NAP - ATA,(0 - 0),0 - 0,33,Season: #15194,2.08,3.75,3.35,1,2,1.78,0
ROM - MON,(1 - 1),2 - 2,33,Season: #15194,1.84,3.9,4.05,1,1.56,2.4,1
UDI - LEC,(1 - 0),1 - 1,33,Season: #15194,2.24,3.55,3.15,1,1.79,1.99,1
VEN - TOR,(0 - 2),0 - 4,33,Season: #15194,3.25,3.6,2.18,2,1.55,2.4,0
AUG - EIN,(1 - 0),1 - 2,33,Season: #15194,3.05,4.05,2.12,2,1.52,2.45,1
DOR - STP,(2 - 0),5 - 1,33,Season: #15194,1.47,5,6,0,1.77,2.01,1
HEI - MON,(1 - 1),2 - 1,33,Season: #15194,2.75,3.85,2.4,0,1.56,2.35,1
HOF - FRE,(0 - 0),3 - 1,33,Season: #15194,2.13,3.85,3.15,0,1.43,2.75,1
MAI - FCB,(1 - 3),3 - 5,33,Season: #15194,4.05,4.75,1.69,2,1.46,2.65,1
RBL - UNI,(1 - 1),3 - 2,33,Season: #15194,1.39,5.25,7,0,1.33,3.2,1
STU - KIE,(0 - 1),2 - 2,33,Season: #15194,1.42,5.25,6.5,1,1.62,2.24,1
WER - BOC,(1 - 1),1 - 3,33,Season: #15194,1.98,4.1,3.35,2,1.62,2.24,1
WOL - LEV,(1 - 1),1 - 2,33,Season: #15194,3.4,3.45,2.16,2,1.42,2.8,1
BRE - STR,(0 - 0),1 - 0,33,Season: #15194,1.88,4.15,3.65,0,1.65,2.19,0
LIL - AUX,(0 - 1),2 - 2,33,Season: #15194,1.44,5.25,6.25,1,1.61,2.3,1
LYO - LEN,(0 - 1),1 - 1,33,Season: #15194,2.17,3.75,3.15,1,1.43,2.75,1
MAR - HAV,(1 - 0),1 - 0,33,Season: #15194,1.3,5.75,9.25,0,1.53,2.45,0
MPR - ANG,(2 - 0),2 - 1,33,Season: #15194,1.84,4.25,3.75,0,1.55,2.4,1
NAN - TOU,(0 - 0),0 - 0,33,Season: #15194,2.25,4.2,2.75,1,1.45,2.7,0
NIC - STE,(0 - 0),0 - 1,33,Season: #15194,1.75,4.4,4.1,2,1.63,2.22,0
PSG - ASM,(1 - 1),3 - 1,33,Season: #15194,1.85,3.95,4,0,1.45,2.65,1
REI - REN,(1 - 1),1 - 4,33,Season: #15194,2.18,4,2.95,2,1.44,2.7,1
ALM - HER,(1 - 0),3 - 0,33,Season: #15194,2.19,3.85,3,0,1.79,1.99,0
FEY - NEC,(2 - 0),3 - 0,33,Season: #15194,1.37,5.5,7.5,0,1.75,2.04,0
FOR - AJA,(1 - 1),1 - 3,33,Season: #15194,3.45,3.6,2.08,2,1.62,2.24,1
GAE - SPA,(0 - 0),3 - 0,33,Season: #15194,2.08,3.85,3.3,0,1.86,1.9,0
GRO - AZA,(0 - 0),0 - 2,33,Season: #15194,3.7,4.1,1.89,2,1.48,2.6,0
HEE - NAC,(0 - 1),3 - 1,33,Season: #15194,1.59,4.75,4.75,0,1.3,3.4,1
PEC - UTR,(0 - 0),0 - 0,33,Season: #15194,3.1,3.9,2.16,1,1.6,2.3,0
PSV - TWE,(1 - 0),3 - 0,33,Season: #15194,1.72,3.85,4.85,0,1.62,2.24,0
WIL - RKC,(1 - 1),2 - 1,33,Season: #15194,2.09,4.55,2.85,0,1.64,2.21,1
ARO - FAR,(0 - 0),1 - 2,33,Season: #15194,1.7,4.15,4.65,2,1.64,2.22,1
AVS - BOA,(1 - 2),3 - 2,33,Season: #15194,2.65,3.8,2.45,0,1.49,2.55,1
BEN - BRA,(0 - 0),1 - 0,33,Season: #15194,1.87,3.9,3.9,0,1.83,1.94,0
FAM - EST,(3 - 0),5 - 0,33,Season: #15194,2.13,3.95,3.05,0,1.65,2.19,0
GIL - ETA,(0 - 0),1 - 0,33,Season: #15194,2.01,4.3,3.15,0,1.48,2.6,0
GUI - CAS,(1 - 0),4 - 0,33,Season: #15194,1.58,4.6,5,0,1.51,2.5,0
RIO - NAC,(1 - 1),2 - 3,33,Season: #15194,1.72,4.65,4,2,1.3,3.4,1
SAN - MOR,(1 - 0),1 - 0,33,Season: #15194,1.93,4.3,3.4,0,1.38,2.95,0
SPO - POR,(1 - 1),1 - 3,33,Season: #15194,2.12,3.65,3.35,2,1.54,2.4,1
ARS - CHE,(1 - 0),3 - 0,34,Season: #15194,1.79,4.3,3.95,0,1.56,2.35,0
BHA - MUN,(2 - 1),2 - 1,34,Season: #15194,2.15,3.95,3.05,0,1.58,2.35,1
BOU - FUL,(2 - 1),4 - 1,34,Season: #15194,1.76,4,4.4,0,1.78,1.99,1
BRE - WOL,(2 - 0),3 - 0,34,Season: #15194,2.15,3.45,3.4,0,1.46,2.65,0
CRY - SOU,(0 - 0),0 - 0,34,Season: #15194,1.97,3.65,3.75,1,1.75,2.03,0
EVE - LIV,(0 - 1),1 - 1,34,Season: #15194,3.15,4.05,2.06,1,1.46,2.65,1
IPS - MCI,(0 - 0),1 - 2,34,Season: #15194,4.4,4.25,1.71,2,1.5,2.5,1
LEI - NOT,(0 - 1),1 - 2,34,Season: #15194,2.15,3.95,3.05,2,1.48,2.6,1
NEW - WHU,(0 - 0),1 - 0,34,Season: #15194,1.92,4.05,3.6,0,1.47,2.65,0
TOT - AST,(1 - 2),3 - 2,34,Season: #15194,2.08,4,3.15,0,1.66,2.17,1
ATH - OSA,(0 - 0),1 - 0,34,Season: #15194,1.37,5,8.25,0,1.87,1.9,0
BAR - LAS,(1 - 0),2 - 0,34,Season: #15194,1.26,6.5,10.5,0,2.11,1.7,0
BET - LEG,(1 - 1),2 - 2,34,Season: #15194,1.75,3.7,4.9,1,1.59,2.3,1
CEL - RMA,(1 - 0),3 - 1,34,Season: #15194,3.5,3.75,2.03,0,1.86,1.91,1
ESP - RSO,(1 - 1),1 - 2,34,Season: #15194,3,3.65,2.25,2,1.42,2.8,1
GET - RAY,(1 - 0),2 - 0,34,Season: #15194,2.4,3.2,3.15,0,1.56,2.4,0
MAL - ATM,(1 - 0),2 - 2,34,Season: #15194,4,3.4,1.99,1,1.98,1.79,1
VAL - ALA,(0 - 0),0 - 0,34,Season: #15194,1.91,3.55,4.15,1,1.47,2.6,0
VIL - GIR,(1 - 1),3 - 1,34,Season: #15194,2.01,3.85,3.5,0,1.61,2.25,1
VLL - SEV,(1 - 2),1 - 3,34,Season: #15194,2.21,3.7,3.1,2,1.6,2.3,1
ATA - LAZ,(0 - 1),1 - 2,34,Season: #15194,2.15,3.8,3.15,2,1.58,2.35,1
CAG - PAR,(0 - 0),2 - 0,34,Season: #15194,2.3,4.05,2.75,0,1.53,2.45,0
COM - INT,(0 - 2),0 - 2,34,Season: #15194,6,4,1.59,2,1.59,2.3,0
EMP - FIO,(0 - 0),1 - 3,34,Season: #15194,3.2,3.6,2.2,2,1.47,2.6,1
GEN - LEC,(1 - 1),1 - 1,34,Season: #15194,2.35,3.9,2.8,1,1.84,1.93,1
JUV - VER,(1 - 0),2 - 0,34,Season: #15194,1.52,4.35,6.25,0,1.77,2.01,0
MIL - UDI,(0 - 0),1 - 3,34,Season: #15194,1.56,4,6.5,2,1.36,3.05,1
MON - BOL,(0 - 1),1 - 3,34,Season: #15194,2.6,3.6,2.6,2,1.72,2.08,1
NAP - TOR,(1 - 2),3 - 2,34,Season: #15194,1.85,3.65,4.35,0,1.63,2.22,1
ROM - VEN,(0 - 1),0 - 2,34,Season: #15194,1.54,4.55,5.5,2,1.54,2.45,0
DOR - MON,(2 - 0),5 - 0,34,Season: #15194,1.86,4.1,3.75,0,1.4,2.85,0
EIN - LEV,(0 - 0),0 - 0,34,Season: #15194,2.8,3.5,2.5,1,1.89,1.87,0
FRE - AUG,(1 - 0),4 - 0,34,Season: #15194,1.71,4.25,4.35,0,1.57,2.35,0
HEI - FCB,(0 - 1),0 - 2,34,Season: #15194,3.35,4.2,1.96,2,1.34,3.15,0
HOF - BOC,(2 - 0),2 - 0,34,Season: #15194,1.78,4.35,3.9,0,1.5,2.5,0
KIE - MAI,(2 - 0),4 - 2,34,Season: #15194,1.96,4.4,3.25,0,1.72,2.07,1
RBL - STU,(0 - 0),0 - 0,34,Season: #15194,1.91,3.9,3.7,1,1.55,2.4,0
STP - WOL,(1 - 2),3 - 4,34,Season: #15194,2.5,3.7,2.65,2,1.39,2.95,1
WER - UNI,(0 - 0),2 - 1,34,Season: #15194,1.86,4.3,3.6,0,1.42,2.8,1
ANG - MAR,(1 - 1),1 - 4,34,Season: #15194,3.55,3.8,2,2,1.46,2.65,1
ASM - AUX,(3 - 2),3 - 2,34,Season: #15194,1.38,5.5,7.25,0,1.74,2.04,1
BRE - LIL,(0 - 0),1 - 0,34,Season: #15194,2.75,4.05,2.3,0,1.61,2.25,0
LYO - HAV,(3 - 0),5 - 0,34,Season: #15194,1.4,5.5,6.75,0,1.48,2.6,0
MPR - PSG,(0 - 2),2 - 3,34,Season: #15194,3.5,4,1.97,2,1.57,2.35,1
NAN - STR,(0 - 0),1 - 1,34,Season: #15194,2.18,4.05,2.95,1,1.49,2.55,1
REN - LEN,(1 - 1),2 - 3,34,Season: #15194,2.21,3.7,3.1,2,1.4,2.85,1
STE - REI,(1 - 1),2 - 1,34,Season: #15194,2.16,4.05,3,0,1.53,2.45,1
TOU - NIC,(1 - 1),2 - 2,34,Season: #15194,2.55,4,2.45,1,1.46,2.65,1
AJA - NAC,(0 - 2),1 - 3,34,Season: #15194,1.31,5.75,9,2,1.73,2.06,1
ALM - FOR,(0 - 0),0 - 1,34,Season: #15194,2.45,3.55,2.85,2,1.79,1.99,0
FEY - HEE,(0 - 0),3 - 1,34,Season: #15194,1.4,5.25,7,0,1.46,2.65,1
GAE - PSV,(1 - 1),3 - 2,34,Season: #15194,4.3,3.75,1.83,0,1.68,2.14,1
NEC - PEC,(0 - 0),2 - 0,34,Season: #15194,1.78,4.35,3.9,0,1.59,2.3,0
RKC - GRO,(0 - 1),0 - 3,34,Season: #15194,1.88,4.6,3.35,2,1.52,2.5,0
SPA - HER,(0 - 0),1 - 0,34,Season: #15194,1.85,4.05,3.9,0,1.53,2.45,0
TWE - WIL,(1 - 0),1 - 0,34,Season: #15194,1.29,6.25,8.75,0,1.64,2.21,0
UTR - AZA,(0 - 0),2 - 0,34,Season: #15194,2.3,3.75,2.95,0,1.59,2.3,0
ARO - CAS,(0 - 0),2 - 1,34,Season: #15194,1.83,3.95,4.05,0,1.65,2.19,1
AVS - MOR,(2 - 0),3 - 0,34,Season: #15194,1.88,4.15,3.7,0,1.64,2.2,0
BEN - FAR,(0 - 1),0 - 1,34,Season: #15194,1.27,6,11.5,2,1.57,2.35,0
EST - SPO,(1 - 0),1 - 2,34,Season: #15194,3.65,3.8,1.96,2,1.54,2.45,1
ETA - BRA,(0 - 1),0 - 2,34,Season: #15194,3.7,4.15,1.86,2,1.59,2.3,0
GUI - BOA,(1 - 3),2 - 8,34,Season: #15194,2.03,4,3.3,2,1.42,2.8,1
NAC - GIL,(0 - 0),2 - 0,34,Season: #15194,2.03,4.45,3.05,0,1.34,3.15,0
RIO - FAM,(1 - 0),2 - 3,34,Season: #15194,2.07,4.2,3.05,2,1.68,2.14,1
SAN - POR,(0 - 2),3 - 2,34,Season: #15194,4.65,4.4,1.65,0,1.64,2.2,1
AST - NOT,(2 - 0),3 - 0,1,Season: #15195,1.48,4.9,6,0,1.52,2.45,0
BOU - ARS,(0 - 0),1 - 0,1,Season: #15195,3,3.75,2.25,0,1.37,3,0
BRE - FUL,(1 - 0),1 - 0,1,Season: #15195,1.96,3.65,3.85,0,1.61,2.25,0
CHE - WHU,(1 - 0),3 - 0,1,Season: #15195,1.89,4.15,3.6,0,1.58,2.35,0
CRY - SOU,(1 - 1),2 - 2,1,Season: #15195,1.97,3.65,3.75,1,1.54,2.45,1
LEI - TOT,(1 - 1),1 - 1,1,Season: #15195,3.55,4.1,1.92,1,1.46,2.65,1
LIV - EVE,(2 - 0),3 - 0,1,Season: #15195,1.51,4.85,5.5,0,1.47,2.6,0
MCI - BHA,(0 - 0),1 - 1,1,Season: #15195,1.79,4.25,4,1,1.7,2.11,1
NEW - MUN,(0 - 3),1 - 4,1,Season: #15195,2.1,4,3.15,2,1.73,2.07,1
WOL - IPS,(0 - 1),0 - 2,1,Season: #15195,1.84,3.9,4.05,2,1.59,2.3,0
ALA - RSO,(0 - 1),2 - 1,1,Season: #15195,2.8,3.2,2.7,0,1.85,1.92,1
ATM - GET,(1 - 0),3 - 0,1,Season: #15195,1.32,5,11.5,0,1.85,1.92,0
BAR - LAS,(1 - 0),3 - 1,1,Season: #15195,1.26,6.5,10.5,0,1.77,2,1
BET - MAL,(0 - 1),2 - 2,1,Season: #15195,1.55,4.1,6.25,1,1.63,2.22,1
ESP - CEL,(0 - 1),0 - 2,1,Season: #15195,2.01,4,3.35,2,1.71,2.09,0
OSA - LEG,(3 - 1),5 - 4,1,Season: #15195,2.18,3.65,3.15,0,1.65,2.19,1
RAY - ATH,(1 - 0),2 - 2,1,Season: #15195,3.45,3.15,2.3,1,1.69,2.12,1
SEV - GIR,(1 - 0),3 - 2,1,Season: #15195,2.12,3.85,3.2,0,1.62,2.24,1
VAL - VLL,(0 - 0),2 - 0,1,Season: #15195,1.72,4,4.65,0,1.47,2.6,0
VIL - RMA,(1 - 1),2 - 1,1,Season: #15195,2.9,3.55,2.4,0,1.6,2.3,1
BOL - NAP,(0 - 1),0 - 1,1,Season: #15195,3.1,3.65,2.23,2,1.7,2.11,0
COM - EMP,(0 - 0),0 - 0,1,Season: #15195,2.21,3.7,3.1,1,1.45,2.7,0
FIO - ROM,(0 - 1),0 - 1,1,Season: #15195,2.6,3.55,2.65,2,1.58,2.35,0
GEN - LAZ,(0 - 0),2 - 1,1,Season: #15195,3.7,4,1.9,0,1.54,2.4,1
INT - ATA,(0 - 1),2 - 1,1,Season: #15195,1.76,3.7,4.8,0,1.91,1.85,1
MIL - JUV,(1 - 0),1 - 0,1,Season: #15195,2.17,3.4,3.4,0,1.49,2.55,0
PAR - CAG,(0 - 0),0 - 0,1,Season: #15195,2.13,4.1,3,1,1.59,2.3,0
UDI - MON,(0 - 0),0 - 2,1,Season: #15195,2.65,3.4,2.7,2,1.51,2.5,0
VEN - TOR,(1 - 1),1 - 1,1,Season: #15195,3.25,3.6,2.18,1,1.8,1.97,1
VER - LEC,(1 - 1),1 - 2,1,Season: #15195,2.4,3.65,2.85,2,1.63,2.22,1
AUG - HEI,(0 - 1),2 - 2,1,Season: #15195,2.14,4.15,2.95,1,1.52,2.5,1
FRE - LEV,(1 - 0),1 - 2,1,Season: #15195,3.3,3.4,2.23,2,1.51,2.5,1
HOF - WOL,(2 - 1),2 - 2,1,Season: #15195,2.07,3.9,3.3,1,1.57,2.35,1
MAI - BOC,(0 - 1),0 - 2,1,Season: #15195,2.25,4.25,2.7,2,1.46,2.65,0
MON - DOR,(0 - 0),1 - 2,1,Season: #15195,2.35,3.9,2.8,2,1.45,2.65,1
RBL - STP,(0 - 0),2 - 0,1,Season: #15195,1.45,4.85,6.75,0,1.6,2.3,0
STU - EIN,(0 - 0),3 - 1,1,Season: #15195,1.99,3.95,3.45,0,1.57,2.35,1
UNI - KIE,(0 - 1),0 - 2,1,Season: #15195,1.9,4.35,3.45,2,1.44,2.75,0
WER - FCB,(1 - 0),4 - 2,1,Season: #15195,3.25,4.2,2,0,1.75,2.04,1
LYO - NAN,(2 - 2),2 - 2,1,Season: #15195,1.45,5.25,6,1,1.63,2.22,1
MAR - ASM,(0 - 1),3 - 2,1,Season: #15195,2.03,3.65,3.55,0,1.45,2.7,1
MPR - LEN,(2 - 0),3 - 1,1,Season: #15195,2.6,3.7,2.55,0,1.46,2.65,1
NIC - AUX,(0 - 1),2 - 1,1,Season: #15195,1.51,4.95,5.5,0,1.57,2.35,1
REI - PSG,(0 - 0),0 - 1,1,Season: #15195,3.1,3.85,2.15,2,1.53,2.45,0
REN - LIL,(0 - 2),2 - 2,1,Season: #15195,2.2,3.95,2.95,1,1.52,2.5,1
STE - BRE,(0 - 1),1 - 1,1,Season: #15195,1.89,4.3,3.5,1,1.6,2.3,1
STR - HAV,(0 - 0),3 - 1,1,Season: #15195,1.77,4.25,4.1,0,1.48,2.6,1
TOU - ANG,(0 - 0),2 - 0,1,Season: #15195,1.95,4.15,3.4,0,1.44,2.75,0
